1510;353;84
3042;123;483
2145;389;1462
1030;365;1986
2125;360;145
3121;1452;1117
2572;1989;151
755;1780;1072
3805;1161;273
2736;795;1589
778;785;1674
3606;116;446
3348;1871;996
3828;793;1746
3947;1971;499
1278;1463;1028
3529;282;1863
2818;542;1724
1184;1380;1373
1424;69;150
34;1105;448
1769;1386;564
1187;1284;338
611;660;1980
2299;1689;859
524;935;1179
3761;761;478
52;109;476
1376;1308;1287
2203;351;1561
997;1180;1648
3587;1694;587
1109;1824;845
3613;725;1950
924;281;1246
1645;78;1135
1032;882;785
728;505;1022
1525;389;1945
2720;99;1321
1014;436;1172
2955;1;665
3471;1985;1053
1970;134;479
1745;1827;1563
2344;1276;901
273;463;1806
944;1404;1509
3773;355;137
1494;530;1377
1812;325;657
3101;1318;819
3809;652;1806
1157;1413;574
1238;1005;1608
1186;1152;33
88;1050;1659
533;723;1634
1239;262;1839
495;227;193
2704;801;1057
334;1269;900
1055;1629;464
377;314;1935
183;867;562
1081;411;1807
2692;1857;432
2033;1633;1372
2658;1615;1196
1549;241;1106
230;248;1977
154;1204;522
3113;1802;495
3421;1686;850
671;1320;75
2993;313;57
1603;806;510
2105;269;541
2316;1406;1936
1810;1479;240
3954;1478;467
1433;1792;639
227;643;1885
2724;415;1373
836;566;1560
579;859;1377
1810;167;1437
1916;1770;662
2137;1049;724
3449;1918;965
3159;784;1874
1878;511;636
3637;451;909
936;1648;1154
3332;1986;532
3510;1368;148
243;232;34
2699;379;1880
2838;1937;29
2947;1033;994
3549;733;1839
2720;951;755
1821;1845;1106
105;1922;668
1624;1477;1879
3790;1231;1391
3977;306;505
3787;1695;1455
1266;1534;724
3181;580;758
3630;1207;1178
3749;1924;660
3184;1494;640
664;1168;249
2055;446;142
1509;334;1415
2;102;921
1292;1392;270
919;589;1349
3359;668;382
1232;1526;1830
1899;430;684
3265;1986;1969
3882;1263;1120
3832;1356;1082
3962;842;1203
2938;624;1061
2181;1096;904
993;590;436
1849;1253;1461
3381;416;767
1188;1980;1347
949;792;354
1639;1811;1216
3193;878;875
3072;1182;195
1255;942;1600
2888;86;1055
808;1331;1362
3498;1106;1093
387;927;1845
2057;1855;63
508;1041;1814
580;83;297
1914;1880;779
1399;777;1035
896;1723;1606
172;37;233
3889;482;1742
1674;295;388
2342;6;1026
1440;619;1812
3531;102;432
2099;929;657
1612;1918;431
920;1504;1100
2689;1975;978
1777;1357;1159
684;468;1450
665;175;609
3915;36;749
1826;830;811
3749;128;1700
628;1342;121
1047;194;416
3339;1695;1818
485;1003;1877
2548;936;232
3967;1777;1808
3535;1302;373
1953;1278;1120
1481;1516;643
2669;1954;1050
2706;349;1890
2809;265;870
2292;618;636
2169;621;1774
2963;116;110
1100;39;31
3395;1808;1820
1119;1848;836
533;972;933
665;1674;1629
123;1575;579
1735;1468;1911
290;766;223
2187;1239;174
2285;282;1946
3363;60;1348
3050;426;165
3007;1799;760
3695;1489;1450
2357;227;761
1220;443;1659
1805;1477;835
1023;1258;197
3192;1271;1183
3735;1879;1461
3983;299;1309
2605;3;364
