2907;1115;928
3433;183;1864
2237;74;260
91;583;1006
3053;1867;993
2698;436;566
1940;1520;1470
1251;807;1787
1415;700;257
472;498;1959
1537;1883;1518
2839;370;1509
1083;1307;55
702;196;1360
1393;917;1047
2901;1231;1957
1650;1001;130
2111;323;1570
1596;1302;97
2260;1365;765
1427;425;1743
603;513;843
1967;1119;1655
3781;1575;1636
3506;628;526
3877;1877;204
3019;651;937
3070;845;1737
415;1327;1154
1782;1395;795
1470;76;1763
3361;93;421
1275;65;1026
1879;1535;694
3019;396;285
111;1959;1946
3818;1948;326
3441;1571;645
3882;128;244
18;481;1992
1610;511;977
3355;1511;1727
3613;56;1199
3408;1072;1188
520;950;89
48;791;1164
2654;1329;1511
1047;1727;1045
1865;88;1645
3670;1131;1572
3577;937;446
76;89;438
1361;1158;507
965;239;744
2286;474;1797
3097;1853;838
3065;1697;1515
2920;1262;647
105;1594;819
671;1301;610
697;674;1355
1745;1878;1017
2977;1306;1727
1338;569;496
227;1740;179
1462;1143;1178
2827;838;20
15;850;105
3615;1785;1639
1301;119;807
51;55;682
571;1137;283
79;1363;783
1673;1728;265
2050;831;1739
2290;386;1585
1392;1687;1980
2988;1197;1539
113;685;1189
2376;1905;912
2759;1735;58
1570;1550;1512
1288;418;184
302;27;1789
1098;822;921
198;1340;763
2324;1667;1533
712;1724;1132
3204;1888;15
114;1746;188
1510;1997;1430
45;102;308
3188;685;868
3797;570;1914
3850;1115;1101
2113;924;686
1124;21;1348
938;1229;1046
2636;982;1784
3219;1168;34
974;1938;1529
3492;30;24
3414;1382;1049
3955;307;171
763;1496;1981
2549;34;1426
1755;967;1947
987;1241;687
3738;852;1953
993;1484;1085
259;1211;1225
3161;968;1549
3978;1299;618
1312;81;1003
96;1161;355
1447;329;373
3265;1101;1370
517;817;74
2173;828;1915
668;1265;597
2325;1497;1696
3497;514;359
3254;623;542
3640;1708;1110
475;1058;1959
3883;770;1590
101;870;1196
3449;614;357
2757;623;944
177;1705;228
585;93;300
3804;562;612
1408;1387;420
2362;430;1092
3897;1849;797
2505;1130;217
1803;1970;225
3225;1598;266
814;501;1078
965;1129;834
484;15;257
632;47;217
657;230;40
3277;549;101
2704;641;1614
2562;1941;164
3187;1506;1208
309;1858;537
580;32;136
1018;111;1559
447;891;480
2419;1862;1952
3919;922;899
2992;1861;334
3938;1753;96
287;640;1147
53;519;617
2662;1812;380
240;900;886
216;1867;231
2795;1970;1499
440;96;1183
367;922;362
1999;446;889
2897;992;1692
3459;1589;614
373;1256;751
2601;478;1223
1881;1354;1346
2827;875;851
1096;1974;495
114;1547;977
1977;836;529
1435;1145;1949
329;134;274
2620;1242;1840
500;1955;1887
1710;1478;1711
2742;622;1457
3308;477;309
2730;1992;1336
798;1903;529
2208;356;547
3117;447;600
1271;98;1550
1476;1562;288
3670;1607;1976
688;1829;1324
465;20;1144
985;1708;578
2312;1346;283
618;752;1966
521;580;716
694;1205;920
3747;1842;1256
1252;970;1882
613;784;439
3139;470;597
2465;1165;570
2148;1430;1776
